nl_text,code_snippet
check if any elements in one list `list1` are in another list `list2`,len(set(list1).intersection(list2)) > 0
filter dict to contain only certain keys?,"foodict = {k: v for k, v in list(mydict.items()) if k.startswith('foo')}"
symlinks on windows?,system('cmd.exe /c echo Hello World > test.txt')
how to reshape a networkx graph in python?,plt.show()
set the value of cell `['x']['c']` equal to 10 in dataframe `df`,df['x']['C'] = 10
filtering a pandas dataframe without removing rows,"df.where((df > df.shift(1)).values & (df.D == 1)[:, (None)], np.nan)"
create a pandas data frame from list of nested dictionaries `my_list`,"pd.concat([pd.DataFrame(l) for l in my_list], axis=1).T"
reverse a string `s`,''.join(reversed(s))
detecting non-ascii characters in unicode string,"print(re.sub('[ -~]', '', '\xa3100 is worth more than \u20ac100'))"
using scss with flask,app.run(debug=True)
how to efficiently rearrange pandas data as follows?,"(df[cols] > 0).apply(lambda x: ' '.join(x[x].index), axis=1)"
remove empty string from list,mylist = [i for i in mylist if i != '']
matplotlib legend markers only once,legend(numpoints=1)
generate random integers between 0 and 9,"print((random.randint(0, 9)))"
how to add new object attribute with python/django,{{post.featured_image}}
how to hide firefox window (selenium webdriver)?,driver = webdriver.Firefox()
how to convert a tuple to a string in python?,emaillist = '\n'.join([item[0] for item in queryresult])
sort dict in jinja2 loop,"sorted(list(league.items()), key=lambda x: x[1]['totalpts'], reverse=True)"
"python, json and string indices must be integers, not str",accesstoken = retdict['access_token']
passing newline within string into a python script from the command line,"print(string.replace('\\n', '\n'))"
sort dictionary `u` in ascending order based on second elements of its values,"sorted(list(u.items()), key=lambda v: v[1])"
extract row with maximum value in a group pandas dataframe,df.groupby('Mt').first()
how to dynamically load a python class,my_import('foo.bar.baz.qux')
return the column for value 38.15 in dataframe `df`,"df.ix[:, (df.loc[0] == 38.15)].columns"
convert date string to day of week,"datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%a')"
python http request with token,"requests.get('https://www.mysite.com/', auth=('username', 'pwd'))"
python getting a list of value from list of dict,[d['value'] for d in l]
open gzip-compressed file encoded as utf-8 'file.gz' in text mode,"gzip.open('file.gz', 'rt', encoding='utf-8')"
how do i check if a list is sorted?,"all(b >= a for a, b in zip(the_list, it))"
how to set sys.stdout encoding in python 3?,sys.stdout = codecs.getwriter('utf-8')(sys.stdout.detach())
how to remove the space between subplots in matplotlib.pyplot?,ax.set_xticklabels([])
get column name where value is something in pandas dataframe,"df_result.apply(get_col_name, axis=1)"
how to use ax.get_ylim() in matplotlib,plt.show()
python counting with str and int,"count1 = int(config.get('Counter', 'count1'))"
substitute multiple whitespace with single whitespace in python,""""""" """""".join(mystring.split())"
how can i allow django admin to set a field to null?,"super(MyModel, self).save(*args, **kwargs)"
remove list from list in python,new_list.append(fruit)
python: converting list of lists to tuples of tuples,tuple_of_tuples = tuple(tuple(x) for x in list_of_lists)
"add key ""mynewkey"" to dictionary `d` with value ""mynewvalue""",d['mynewkey'] = 'mynewvalue'
confusing with the usage of regex in python,"re.findall('[a-z]*', 'f233op')"
django check if an object with criteria `name` equal to 'name' and criteria `title` equal to 'title' exists in model `entry`,"Entry.objects.filter(name='name', title='title').exists()"
how to plot a rectangle on a datetime axis using matplotlib?,ax.xaxis.set_major_locator(locator)
creating html in python,f.write(doc.render())
iterate over dictionary `d` in ascending order of values,"sorted(iter(d.items()), key=lambda x: x[1])"
3d plot with matplotlib,"ax.plot_surface(x, y, z, rstride=10, cstride=10, alpha=0.3)"
numpy `logical_or` for more than two arguments,"functools.reduce(np.logical_or, (x, y, z))"
get the position of item `element` in list `testlist`,"try:
    print(testlist.index(element))
except ValueError:
    pass"
"convert unicode string u""{'code1':1,'code2':1}"" into dictionary","d = ast.literal_eval(""{'code1':1,'code2':1}"")"
increment a value with leading zeroes in a number `x`,str(int(x) + 1).zfill(len(x))
print the truth value of `a`,print(bool(a))
is there any elegant way to build a multi-level dictionary in python?,"multi_level_dict('ab', 'AB', '12')"
truncate float 1.923328437452 to 3 decimal places,"round(1.923328437452, 3)"
python imaging library save function syntax,im.save('my_image.png')
django httpresponseredirect with int parameter,"url('^profile/(?P<user_id>\\d+)/$', '...', name='profile')"
how can i convert a tensor into a numpy array in tensorflow?,"print(type(tf.constant([1, 2, 3]).eval()))"
empty a list `lst`,del lst[:]
upload file with python mechanize,"br.form.add_file(open(filename), 'text/plain', filename)"
how do i get the name of a python class as a string?,test.__name__
python- trying to multiply items in list,[i for i in a if i.isdigit()]
sort list of date strings,"sorted(d, key=lambda x: datetime.datetime.strptime(x, '%m-%Y'))"
django logging to console,logger = logging.getLogger(__name__)
sorting a list of tuples by the addition of second and third element of the tuple,"sorted(a, key=lambda x: (sum(x[1:3]), x[0]))"
how do i select a random element from an array in python?,"random.choice([1, 2, 3])"
type conversion in python from int to float,data_df['grade'] = data_df['grade'].astype(float).astype(int)
multi index sorting in pandas,"df.sort([('Group1', 'C')], ascending=False)"
string formatting for hex colors in python,print('{0:06x}'.format(123))
how to update djangoitem in scrapy,ITEM_PIPELINES = {'apps.scrapy.pipelines.ItemPersistencePipeline': 999}
how can you split a list every x elements and add those x amount of elements to an new list?,"composite_list.append(['200', '200', '200', '400', 'bluellow'])"
how can i check if a checkbox is checked in selenium python webdriver?,driver.find_element_by_name('<check_box_name>').is_selected()
how to find all occurrences of a pattern and their indices in python,"[x.span() for x in re.finditer('foo', 'foo foo foo foo')]"
python: finding lowest integer,x = min(float(s) for s in l)
is it possible to get widget settings in tkinter?,print(w.cget('text'))
python: find in list,"3 in [1, 2, 3]"
is it possible to plot timelines with matplotlib?,ax.spines['top'].set_visible(False)
"sort a structured numpy array 'df' on multiple columns 'year', 'month' and 'day'.","df.sort(['year', 'month', 'day'])"
merge column  'word' in dataframe `df2` with column 'word' on dataframe `df1`,"df1.merge(df2, how='left', on='word')"
check if a global variable `myvar` exists,('myVar' in globals())
reshape array in numpy,"data = np.transpose(data, (0, 3, 1, 2))"
how do i change the axis tick font in a matplotlib plot when rendering using latex?,"rc('text', usetex=True)"
sunflower scatter plot using matplotlib,plt.title('sunflower plot')
how can i scroll a web page using selenium webdriver in python?,"driver.execute_script('window.scrollTo(0, Y)')"
python: is it possible to attach a console into a running process,code.interact()
perform function on pairs of rows in pandas dataframe,g = df.groupby(df.index // 2)
function to check if a string is a number,isdigit()
data cleanup that requires iterating over pandas.dataframe 3 rows at a time,"data = pd.DataFrame({'x': [1, 2, 3, 0, 0, 2, 3, 0, 4, 2, 0, 0, 0, 1]})"
python. convert escaped utf string to utf-string,print('your string'.decode('string_escape'))
merging data frame columns of strings into one single column in pandas,"df.apply(' '.join, axis=1)"
editing the xml texts from a xml file using python,"open('output.xml', 'wb').write(dom.toxml())"
python: check if a string contains chinese character?,"re.findall('[\u4e00-\u9fff]+', ipath)"
"split string ""this is a string"" into words that do not contain whitespaces","""""""This is a string"""""".split()"
changing tick label line spacing in matplotlib,plt.show()
python pandas plot time-series with gap,df.plot(x=df.index.astype(str))
django order by highest number of likes,Article.objects.annotate(like_count=Count('likes')).order_by('-like_count')
how to preview a part of a large pandas dataframe?,"df.ix[:5, :10]"
filtering a pandas dataframe without removing rows,df.where((df > df.shift(1)).values & DataFrame(df.D == 1).values)
django: save image from url inside another model,"self.image.save('test.jpg', ContentFile(content), save=False)"
replace character 'a' with character 'e' and character 's' with character '3' in file `contents`,"newcontents = contents.replace('a', 'e').replace('s', '3')"
how to pass parameters to a build in sublime text 3?,"{'cmd': ['python', '$file', 'arg1', 'arg2']}"
in python: iterate over each string in a list,print(list(enumerate(words)))
python string interpolation with tuple slices?,"'Dealer has %s showing.' % (self.dealer[0], self.dealer[1])"
"python-requests, extract url parameters from a string","requests.get(url, params=query)"
start a new thread for `myfunction` with parameters 'mystringhere' and 1,"thread.start_new_thread(myfunction, ('MyStringHere', 1))"
generate list of numbers in specific format using string formatting precision.,[('%.2d' % i) for i in range(16)]
convert a number 2130706433 to ip string,"socket.inet_ntoa(struct.pack('!L', 2130706433))"
mapping over values in a python dictionary,"my_dictionary = dict(map(lambda k_v: (k_v[0], f(k_v[1])), iter(my_dictionary.items())))"
remove all strings from a list a strings `sents` where the values starts with `@$\t` or `#`,[x for x in sents if not x.startswith('@$\t') and not x.startswith('#')]
data structure to represent multiple equivalent keys in set in python?,"[[1, 2], [2], [2, 2, 3], [1, 2, 3]]"
using beautifulsoup to select div blocks within html `soup`,"soup.find_all('div', class_='crBlock ')"
copy a file from `src` to `dst`,"copyfile(src, dst)"
apply a list of functions named 'functions' over a list of values named 'values',"[x(y) for x, y in zip(functions, values)]"
numpy array of python objects,"numpy.array(['hello', 'world!'], dtype=object)"
how to remove \n from a list element?,"list(map(str.strip, l))"
matplotlib cursor value with two axes,plt.show()
how to print next year from current year in python,print(date.today().year + 1)
make matplotlib plot legend put marker in legend only once,legend(numpoints=1)
how to store indices in a list,print([s[i] for i in index])
pandas: combine two columns in a dataframe,"pandas.concat([df['foo'].dropna(), df['bar'].dropna()]).reindex_like(df)"
split dictionary of lists into list of dictionaries,"map(dict, zip(*[[(k, v) for v in value] for k, value in list(d.items())]))"
how to mask an image using numpy/opencv?,cv2.waitKey(0)
syntaxerror when trying to use backslash for windows file path,os.path.isfile('C:\\Users\\xxx\\Desktop\\xxx')
syntax for creating a dictionary into another dictionary in python,"d = {'dict1': {'foo': 1, 'bar': 2}, 'dict2': {'baz': 3, 'quux': 4}}"
pandas: get the value of the index for a row?,"df.set_index('prod_code', inplace=True)"
lookup dictionary key `key1` in django template `json`,{{json.key1}}
removing space in dataframe python,"formatted.columns = [x.strip().replace(' ', '_') for x in formatted.columns]"
uniqueness for list of lists `testdata`,[list(i) for i in set(tuple(i) for i in testdata)]
sort a data `a` in descending order based on the `modified` attribute of elements using lambda function,"a = sorted(a, key=lambda x: x.modified, reverse=True)"
"how to store data frame using pandas, python",df.to_pickle(file_name)
how can i create stacked line graph with matplotlib?,plt.show()
sort a part of a list in place,a[i:j].sort()
how do i merge a list of dicts into a single dict?,dict(j for i in L for j in list(i.items()))
extract columns from multiple text file with python,file_name.split('.')
python float to decimal conversion,"format(f, '.15g')"
most efficient method to get key for similar values in a dict,"trie = {'a': {'b': {'e': {}, 's': {}}, 'c': {'t': {}, 'k': {}}}}"
django - correct way to load a large default value in a model,schema = models.TextField(default=get_default_json)
how to do a regex replace with matching case?,"re.sub('\\bfoo\\b', cased_replacer('bar'), 'this is foo', flags=re.I)"
convert a set of tuples `queryresult` to a list of strings,[item[0] for item in queryresult]
how to handle unicode (non-ascii) characters in python?,yourstring = receivedbytes.decode('utf-8')
create a list containing all values associated with key 'baz' in dictionaries of list `foos` using list comprehension,[y['baz'] for x in foos for y in x['bar']]
how do i step through/debug a python web application?,pdb.set_trace()
comma separated lists in django templates,{{(value | join): ' // '}}
check if list `seq` is empty,"if (not seq):
    pass"
sum each value in a list of tuples,"map(sum, zip(*l))"
python add elements to lists within list if missing,"[[2, 3, 0], [1, 2, 3], [1, 0, 0]]"
round number `value` up to `significantdigit` decimal places,"round(value, significantDigit)"
"is there a way to perform ""if"" in python's lambda",lambda x: True if x % 2 == 0 else False
matplotlib: draw a series of radial lines on polaraxes,ax.axes.get_yaxis().set_visible(False)
how to remove the space between subplots in matplotlib.pyplot?,"fig.subplots_adjust(wspace=0, hspace=0)"
print list `t` into a table-like shape,"print('\n'.join('  '.join(map(str, row)) for row in t))"
filtering out certain bytes in python,"re.sub('[^ -\ud7ff\t\n\r\ue000-\ufffd\u10000-\u10ffFF]+', '', text)"
sorting a list in python,"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)"
creating a dictionary from a csv file,"{'Date': ['123', 'abc'], 'Foo': ['456', 'def'], 'Bar': ['789', 'ghi']}"
combining rows in pandas,df.groupby(df.index).sum()
creating list of random numbers in python,randomList = [random.random() for _ in range(10)]
apply vs transform on a group object,df.groupby('A')['C'].transform(zscore)
sorting dictionary keys based on their values,"[k for k, v in sorted(list(mydict.items()), key=lambda k_v: k_v[1][1])]"
how can i use a string with the same name of an object in python to access the object itself?,"getattr(your_obj, x)"
removing pairs of elements from numpy arrays that are nan (or another value) in python,~np.isnan(a).any(1)
getting the length of `my_string`,len(my_string)
create a new 2 dimensional array containing two random rows from array `a`,"A[(np.random.randint(A.shape[0], size=2)), :]"
"split a string `text` with comma, question mark or exclamation by non-consuming regex using look-behind","re.split('(?<=[\\.\\?!]) ', text)"
pandas - conditionally select column based on row value,"pd.concat([foo['Country'], z], keys=['Country', 'z'], axis=1)"
change the name of a key in dictionary,"dict((d1[key], value) for key, value in list(d.items()))"
print the number of occurences of not `none` in a list `lst` in python 2,print(len([x for x in lst if x is not None]))
testing whether a numpy array contains a given row,"equal([1, 2], a).all(axis=1).any()"
interleaving lists in python,"[x for t in zip(list_a, list_b) for x in t]"
clamping floating number `my_value` to be between `min_value` and `max_value`,"max(min(my_value, max_value), min_value)"
how to print utf-8 to console with python 3.4 (windows 8)?,sys.stdout.buffer.write('\xe2\x99\xa0'.encode('cp437'))
initializing a list to a known number of elements in python,verts = [[(0) for x in range(100)] for y in range(10)]
do a boolean check if a string `lestring` contains any of the items in list `lelist`,any(e in lestring for e in lelist)
how to input 2 integers in one line in python?,"a, b = map(int, input().split())"
sorting a list of dicts by dict values,"sorted(a, key=dict.values, reverse=True)"
io error while storing data in pickle,"output = open('/home/user/test/wsservice/data.pkl', 'wb')"
regex. match words that contain special characters or 'http://',"re.sub('(http://\\S+|\\S*[^\\w\\s]\\S*)', '', a)"
python: how to check if a line is an empty line,line.strip() == ''
format ints into string of hex,""""""""""""".join('%02x' % i for i in input)"
convert a python dictionary 'a' to a list of tuples,"[(k, v) for k, v in a.items()]"
get models ordered by an attribute that belongs to its onetoone model,User.objects.order_by('-pet__age')[:10]
os.getcwd() for a different drive in windows,os.chdir('z:')
python - get yesterday's date as a string in yyyy-mm-dd format,(datetime.now() - timedelta(1)).strftime('%Y-%m-%d')
how to draw line inside a scatter plot,"plt.savefig('scatter_line.png', dpi=80)"
programmatically sync the db in django,"management.call_command('syncdb', interactive=False)"
create a dictionary `d` from list `iterable`,"d = {key: value for (key, value) in iterable}"
add leading zeros to strings in pandas dataframe,df['ID'] = df['ID'].apply(lambda x: '{0:0>15}'.format(x))
how to subset pandas time series by time of day,"df.between_time('12:00', '13:00')"
returning millisecond representation of datetime in python,date_time_secs = time.mktime(datetimeobj.timetuple())
possible to retrieve an arbitrary unordered set of named groups in one swoop with python's re module?,"mergedgroupdict('(?P<b>.b.)|(?P<i>.i.)', 'abcdefghijk'[::-1])"
how do i remove the first and last rows and columns from a 2d numpy array?,"Hsub = H[1:-1, 1:-1]"
sorting list based on values from another list?,"[x for y, x in sorted(zip(Y, X))]"
how to set environment variables in python,os.environ['DEBUSSY'] = '1'
quit program,sys.exit(0)
how to sort a dictionary having keys as a string of numbers in python,"print(sorted(list(a.items()), key=lambda t: get_key(t[0])))"
iterate a list of tuples,"new_list = [(a, new_b) for a, b in tuple_list]"
python interpolation with matplotlib/basemap,plt.show()
is it possible to print a string at a certain screen position inside idle?,sys.stdout.flush()
how do i sort a list of strings in python?,mylist.sort()
find all keys from a dictionary `d` whose values are `desired_value`,"[k for k, v in d.items() if v == desired_value]"
how can i create an array/list of dictionaries in python?,dictlist = [dict() for x in range(n)]
convert a string `s` containing hex bytes to a hex string,s.decode('hex')
store different datatypes in one numpy array?,"array([('a', 0), ('b', 1)], dtype=[('keys', '|S1'), ('data', '<i8')])"
extracting values from a joined rdds,list(joined_dataset.values())
gzip a file in python,f.close()
running python code contained in a string,print('hello')
pandas convert 'na' to nan,pd.read_csv('test')
how can i strip the file extension from a list full of filenames?,lst.append(os.path.splitext(x)[0])
python - numpy - deleting multiple rows and columns from an array,"np.count_nonzero(a[np.ix_([0, 3], [0, 3])])"
how to terminate process from python using pid?,"Popen(['python', 'StripCore.py'])"
most efficient way in python to iterate over a large file (10gb+),"collections.Counter(map(uuid, open('log.txt')))"
changing the text on a label,self.labelText = 'change the value'
how to check for palindrome using python logic,str(n) == str(n)[::-1]
converting a list to a string,file2.write(' '.join(buffer))
writing items in list `itemlist` to file `outfile`,outfile.write('\n'.join(itemlist))
get a list each value `i` in the implicit tuple `range(3)`,list(i for i in range(3))
split string on whitespace in python,"re.split('\\s+', s)"
get a list `c` by subtracting values in one list `b` from corresponding values in another list `a`,"C = [(a - b) for a, b in zip(A, B)]"
case insensitive dictionary search with python,"a_lower = dict((k.lower(), v) for k, v in list(a.items()))"
pandas - changing the format of a data frame,"df.groupby(['level_0', 'level_1']).counts.sum().unstack()"
how to convert a string to its base-10 representation?,"int(s.encode('hex'), 16)"
pandas: mean of columns with the same names,"df.groupby(by=df.columns, axis=1).apply(gf)"
how do you select choices in a form using python?,forms[3]['sex'] = ['male']
how to snap to grid a qgraphicstextitem?,painter.restore()
python: check the occurrences in a list against a value,len(set(lst)) == len(lst)
how do i read the first line of a string?,"my_string.split('\n', 1)[0]"
"remove repeating tuples from a list, depending on the values in the tuples","[(i, max(j)) for i, j in list(d.items())]"
python: fetch first 10 results from a list,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
smallest sum of difference between elements in two lists,"sum(abs(x - y) for x, y in zip(sorted(xs), sorted(ys)))"
is there a function to make scatterplot matrices in matplotlib?,plt.show()
pymssql windows authentication,"conn = pymssql.connect(server='EDDESKTOP', database='baseballData')"
how to merge two columns together in pandas,"pd.melt(df, id_vars='year')['year', 'value']"
how can i find a process by name and kill using ctypes?,subprocess.call('taskkill /IM exename.exe')
removing key values pairs from a list of dictionaries,"[{k: v for k, v in d.items() if k != 'mykey1'} for d in mylist]"
move the cursor of file pointer `fh1` at the end of the file.,fh1.seek(2)
scroll backwards and forwards through matplotlib plots,plt.show()
how to save pandas pie plot to a file,fig.savefig('~/Desktop/myplot.pdf')
python: group list items in a dict,"res.setdefault(item['a'], []).append(item)"
call a method of an object with arguments in python,"getattr(o, 'A')(1)"
concatenate rows of pandas dataframe with same id,df.groupby('id').agg(lambda x: x.tolist())
how to join links in python to get a cycle?,"list(cycle([[0, 3], [1, 0], [3, 1]], 0))"
best way to find first non repeating character in a string,[a for a in s if s.count(a) == 1][0]
coverting index into multiindex (hierachical index) in pandas,"df.set_index(['e-mail', 'date'])"
how to wrap a c++ function which takes in a function pointer in python using swig,test.f(0)
parsing string containing unicode character names,'M\\N{AMPERSAND}M\\N{APOSTROPHE}s'.decode('unicode-escape')
rename file from `src` to `dst`,"os.rename(src, dst)"
is there a way to suppress printing that is done within a unit test?,unittest.main()
get the type of `i`,type(i)
python timedelta issue with negative values,"datetime.timedelta(-1, 86100).total_seconds()"
pandas + dataframe - select by partial string,df[df['A'].str.contains('hello')]
how do i translate a iso 8601 datetime string into a python datetime object?,"datetime.datetime.strptime('2007-03-04T21:08:12', '%Y-%m-%dT%H:%M:%S')"
crc32 checksum in python with hex input,binascii.crc32(binascii.a2b_hex('18329a7e'))
python embedding in c++ : importerror: no module named pyfunction,"sys.path.insert(0, './path/to/your/modules/')"
"remove string ""1"" from string `string`","string.replace('1', '')"
how to use the built-in 'password_reset' view in django?,"('^password_reset_done/$', 'django.contrib.auth.views.password_reset_done'),"
how to use selenium with python?,mydriver.find_element_by_xpath(xpaths['submitButton']).click()
how can i determine the byte length of a utf-8 encoded string in python?,len(s.encode('utf-8'))
comparing rows of two pandas dataframes?,"AtB.loc[:2, :2]"
python convert string literal to float,"total = sum(map(float, s.split(',')))"
python: how to convert a list of dictionaries' values into int/float from string?,"[dict([a, int(x)] for a, x in b.items()) for b in list]"
print cpu and memory usage,"print((psutil.cpu_percent()))
print((psutil.virtual_memory()))"
remove the first n items that match a condition in a python list,"[10, 9, 8, 4, 7]"
how do i force django to ignore any caches and reload data?,MyModel.objects.get(id=1).my_field
remove parentheses and text within it in string `filename`,"re.sub('\\([^)]*\\)', '', filename)"
python get time stamp on file `file` in '%m/%d/%y' format,"time.strftime('%m/%d/%Y', time.gmtime(os.path.getmtime(file)))"
execute a command in the command prompt to list directory contents of the c drive `c:\\',os.system('dir c:\\')
python regex: match a string with only one instance of a character,"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')"
regex matching between two strings?,"m = re.findall('<!--(.*?)-->', string, re.DOTALL)"
"python, zip multiple lists where one list requires two items each","list(zip(a, b, zip(c[0::2], c[1::2]), d))"
get a new list `list2`by removing empty list from a list of lists `list1`,list2 = [x for x in list1 if x != []]
"find ""one letter that appears twice"" in a string","[i[0] for i in re.findall('(([a-z])\\2)', 'abbbbcppq')]"
adding a scatter of points to a boxplot using matplotlib,"plot(x, y, 'r.', alpha=0.2)"
parse a string with a date to a datetime object,"datetime.datetime.strptime('01-Jan-1995', '%d-%b-%Y')"
assign the index of the last occurence of `x` in list `s` to the variable `last`,last = len(s) - s[::-1].index(x) - 1
check output from calledprocesserror,"output = subprocess.check_output(['ping', '-c', '2', '-W', '2', '1.1.1.1'])"
selenium webdriver switch to frame 'framename',driver.switch_to_frame('frameName')
adding new key inside a new key and assigning value in python dictionary,dic['Test']['class'] = {'section': 5}
how to find and replace nth occurence of word in a sentence using python regular expression?,"re.sub('^((?:(?!cat).)*cat(?:(?!cat).)*)cat', '\\1Bull', s)"
how can i slice each element of a numpy array of strings?,"a.view('U1').reshape(4, -1)[:, 1:3].copy().view('U2')"
"in django, how can i filter or exclude multiple things?","player.filter(name__in=['mike', 'charles'])"
how to get the current model instance from inlineadmin in django,"return super(MyModelAdmin, self).get_form(request, obj, **kwargs)"
replace an item in a list based on user input,"all(x.isalpha() for x in ['ab1', 'def'])"
how to zip two lists of lists in python?,"[(x + y) for x, y in zip(L1, L2)]"
efficient way to extract text from between tags,"re.findall('(?<=>)([^<]+)(?=</a>[^<]*</li)', var, re.S)"
finding and substituting a list of words in a file using regex in python,"a = ['cat', 'dog', 'mouse']"
replace non-ascii chars from a unicode string u'm\xfasica',"unicodedata.normalize('NFKD', 'm\xfasica').encode('ascii', 'ignore')"
progress of python requests post,"requests.post(url, data=body, headers=headers)"
how do i stack vectors of different lengths in numpy?,"ma.vstack([a, ma.array(np.resize(b, a.shape[0]), mask=[False, False, True])])"
find next sibling element in python selenium?,"driver.find_element_by_xpath(""//p[@id, 'one']/following-sibling::p"")"
regex punctuation split [python],"re.split('\\W+', 'Words, words, words.')"
adding errorbars to 3d plot in matplotlib,plt.show()
create a list of integers with duplicate values in python,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]"
"get unique tuples from list , python",[item for item in lis if item[1] not in seen and not seen.add(item[1])]
how to select rows start with some str in pandas?,"df[~df.col.str.startswith(('t', 'c'))]"
subsetting a 2d numpy array,"np.meshgrid([1, 2, 3], [1, 2, 3], indexing='ij')"
python - insert into list,my_list = my_list[:8] + new_array
python: how to convert a string to utf-8,"stringnamehere.decode('utf-8', 'ignore')"
concise way to remove elements from list by index in python,"[v for i, v in enumerate(myList) if i not in toRemove]"
"how to do a left,right and mid of a string in a pandas dataframe",df['state'].apply(lambda x: x[len(x) / 2 - 1:len(x) / 2 + 1])
python how to get every first element in 2 dimensional list,[x[0] for x in a]
color values in imshow for matplotlib?,plt.show()
python: list all the file names in a directory and its subdirectories and then print the results in a txt file,"a = open('output.txt', 'a')"
substitute two or more whitespace characters with character '|' in string `line`,"re.sub('\\s{2,}', '|', line.strip())"
how to use groupby to avoid loop in python,df.ix[idx]
how to make subprocess called with call/popen inherit environment variables,subprocess.check_output(['newscript.sh'])
sort a dictionary `d` by key,"OrderedDict(sorted(list(d.items()), key=(lambda t: t[0])))"
get element value with minidom with python,name[0].firstChild.nodeValue
how to check is a string is a valid regex - python?,re.compile('[')
read file 'filename' line by line into a list `lines`,lines = [line.rstrip('\n') for line in open('filename')]
python: how to order a list based on another list,"sorted(list1, key=lambda x: keyfun(x.split('-')[1], list2))"
convert pandas dataframe to sparse numpy matrix directly,scipy.sparse.csr_matrix(df.values)
make na based on condition in pandas df,test_df.where(~(test_df < 4))
how do i coalesce a sequence of identical characters into just one?,"print(re.sub('(\\W)\\1+', '\\1', a))"
convert list of ints to one number?,return int(''.join([('%d' % x) for x in numbers]))
how to improve the performance of this python code?,"G[i, j] = C_abs[i, j] + C_abs[j, i]"
get a list of substrings consisting of the first 5 characters of every string in list `buckets`,[s[:5] for s in buckets]
find the index of the maximum value in the array `arr` where the boolean condition in array `cond` is true,"np.ma.array(np.tile(arr, 2).reshape(2, 3), mask=~cond).argmax(axis=1)"
multiple substitutions of numbers in string using regex python,"re.sub('(.*)is(.*)want(.*)', '\\g<1>%s\\g<2>%s\\g<3>' % ('was', '12345'), a)"
convert tuple `t` to list,list(t)
python dataframe pandas drop column using int,"df.drop(df.columns[i], axis=1)"
how to modify matplotlib legend after it has been created?,pylab.show()
"python regex, remove all punctuation except hyphen for unicode string","re.sub('\\p{P}', lambda m: '-' if m.group(0) == '-' else '', text)"
how to change the dtype of a numpy recarray?,print(r.dtype)
index the first and the last n elements of a list,l[:3] + l[-3:]
accessing json elements,wjdata = json.load(urllib.request.urlopen('url'))
how to use sprite groups in pygame,gems = pygame.sprite.Group()
how to check if all elements of a list matches a condition?,any(item[2] == 0 for item in items)
convert list of booleans `walls` into a hex string,"hex(int(''.join([str(int(b)) for b in walls]), 2))"
using django auth user model as a foreignkey and reverse relations,Post.objects.filter(user=request.user).order_by('-timestamp')
divide two lists in python,"[(x * 1.0 / y) for x, y in zip(a, b)]"
get a list from two strings `12345` and `ab` with values as each character concatenated,[(x + y) for x in '12345' for y in 'ab']
pls-da algorithm in python,"myplsda = PLSRegression().fit(X=Xdata, Y=dummy)"
how to mount and unmount on windows,os.system('mount /dev/dvdrom /mount-point')
make a row-by-row copy `y` of array `x`,y = [row[:] for row in x]
how can i programmatically authenticate a user in django?,return HttpResponseRedirect('/splash/')
summarizing a dictionary of arrays in python,"heapq.nlargest(3, iter(mydict.items()), key=lambda tup: sum(tup[1]))"
matplotlib plot pulse propagation in 3d,"ax.plot_wireframe(T, z, abs(U), cstride=1000)"
parse a tuple from a string?,"new_tuple = tuple('(1,2,3,4,5)'[1:-1].split(','))"
python: how to delete rows ending in certain characters?,"df = df[~df['User Name'].str.endswith(('DA', 'PL'))]"
"python list of dicts, get max value index","max(enumerate(ld), key=lambda item: item[1]['size'])"
passing variable from javascript to server (django),document.getElementById('geolocation').submit()
python: convert numerical data in pandas dataframe to floats in the presence of strings,df.convert_objects(convert_numeric=True)
comparing order of 2 python lists,"list2 == sorted(list2, key=lambda c: list1.index(c))"
print a big integer with punctions with python3 string formatting mini-language,"""""""{:,}"""""".format(x).replace(',', '.')"
some built-in to pad a list in python,"list(pad([1, 2, 3], 7, ''))"
removing data from a numpy.array,a[a != 0]
cherrypy interferes with twisted shutting down on windows,cherrypy.engine.start()
converting dictionary `d` into a dataframe `pd` with keys as data for column 'date' and the corresponding values as data for column 'datevalue',"pd.DataFrame(list(d.items()), columns=['Date', 'DateValue'])"
how to remove leading and trailing spaces from strings in a python list,row = [x.strip() for x in row]
writing items in list `thelist` to file `thefile`,"for item in thelist:
    thefile.write(('%s\n' % item))"
matplotlib plot datetime in pandas dataframe,df['date_int'] = df.date.astype(np.int64)
secondary axis with twinx(): how to add to legend?,"ax.plot(np.nan, '-r', label='temp')"
how can i plot hysteresis in matplotlib?,"ax.scartter(XS, YS, ZS)"
how to fetch only specific columns of a table in django?,"Entry.objects.values_list('id', 'headline')"
splitting a string with multiple delimiters in python,"re.split('[,;]+', 'This,is;a,;string')"
"generate all permutations of a list `[1, 2, 3]`","itertools.permutations([1, 2, 3])"
use python selenium to get span text,print(element.get_attribute('innerHTML'))
"import module in another directory from a ""parallel"" sub-directory",sys.path.append('/path/to/main_folder')
sort a list of strings 'words' such that items starting with 's' come first.,"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)"
